file,line,token
Character_Costume/CHARACTER_COSTUME_RESEARCH.txt,23,sub_14050C37C
Character_Costume/CHARACTER_COSTUME_RESEARCH.txt,23,sub_14050A3F8
Character_Costume/CHARACTER_COSTUME_RESEARCH.txt,25,sub_14050C37C
Character_Costume/CHARACTER_COSTUME_RESEARCH.txt,28,sub_14050A3F8
Combat/COMBAT_RESEARCH.txt,3,sub_1402D3BE4
Combat/COMBAT_RESEARCH.txt,6,sub_1402D4330
Combat/COMBAT_RESEARCH.txt,7,sub_1402D4478
Combat/COMBAT_RESEARCH.txt,9,sub_1402D48B8
Combat/COMBAT_RESEARCH.txt,12,sub_140304DE0
Combat/COMBAT_RESEARCH.txt,13,sub_140304FD4
Combat/COMBAT_RESEARCH.txt,15,sub_14033BF30
Combat/COMBAT_RESEARCH.txt,18,sub_14033C7E4
Combat/COMBAT_RESEARCH.txt,21,sub_140524D50
Combat/COMBAT_RESEARCH.txt,25,sub_1402D4478
Combat/COMBAT_RESEARCH.txt,26,sub_140304FD4
IdaOffsets/Storm4IdaOffsetUsageGuide.h,15,0x140000000
IdaOffsets/Storm4IdaOffsetUsageGuide.h,16,0x140000000
IdaOffsets/Storm4IdaStringOffsets_Actionable.h,5,0x140000000
LAN_Radmin_Research/LAN_EVENT_IDS.txt,3,sub_1405B7204
LAN_Radmin_Research/LAN_EVENT_IDS.txt,4,sub_1405B3C28
LAN_Radmin_Research/LAN_EVENT_IDS.txt,4,sub_1405B3E40
LAN_Radmin_Research/LAN_EVENT_IDS.txt,5,sub_1406B28DC
LAN_Radmin_Research/LAN_EVENT_IDS.txt,6,sub_1405B6DE4
LAN_Radmin_Research/LAN_EVENT_IDS.txt,7,sub_1405B6DE4
LAN_Radmin_Research/LAN_EVENT_IDS.txt,8,sub_1405B6DE4
LAN_Radmin_Research/LAN_EVENT_IDS.txt,9,sub_1405B6DE4
LAN_Radmin_Research/LAN_EVENT_IDS.txt,10,sub_1405B6DE4
LAN_Radmin_Research/LAN_EVENT_IDS.txt,11,sub_1405B6DE4
LAN_Radmin_Research/LAN_EVENT_IDS.txt,24,sub_1406B39BC
LAN_Radmin_Research/LAN_RESEARCH_SUMMARY.txt,6,sub_1406B39BC
LAN_Radmin_Research/LAN_RESEARCH_SUMMARY.txt,9,sub_1405B10CC
LAN_Radmin_Research/LAN_RESEARCH_SUMMARY.txt,10,sub_1406B36CC
LAN_Radmin_Research/LAN_RESEARCH_SUMMARY.txt,11,sub_1406B3904
LAN_Radmin_Research/LAN_RESEARCH_SUMMARY.txt,12,sub_1406B37D4
LAN_Radmin_Research/LAN_RESEARCH_SUMMARY.txt,13,sub_140AE6B60
LAN_Radmin_Research/LAN_RESEARCH_SUMMARY.txt,14,sub_140AE69D0
LAN_Radmin_Research/LAN_RESEARCH_SUMMARY.txt,15,sub_140AE6A90
LAN_Radmin_Research/LAN_RESEARCH_SUMMARY.txt,16,sub_140AE6670
LAN_Radmin_Research/LAN_RESEARCH_SUMMARY.txt,17,sub_140AE6720
LAN_Radmin_Research/LAN_RESEARCH_SUMMARY.txt,18,sub_140AE6010
LAN_Radmin_Research/LAN_RESEARCH_SUMMARY.txt,19,sub_1406B2818
LAN_Radmin_Research/LAN_RESEARCH_SUMMARY.txt,20,sub_1406B2834
LAN_Radmin_Research/LAN_RESEARCH_SUMMARY.txt,21,sub_1406B2850
LAN_Radmin_Research/LAN_RESEARCH_SUMMARY.txt,22,sub_1406B2AD0
LAN_Radmin_Research/LAN_RESEARCH_SUMMARY.txt,22,sub_1409A3E40
LAN_Radmin_Research/LAN_RESEARCH_SUMMARY.txt,23,sub_1406B2A78
LAN_Radmin_Research/LAN_RESEARCH_SUMMARY.txt,24,sub_1406B3B00
Next_IDA_Targets/NEXT_SUBS_TO_DUMP.txt,4,sub_1406B39BC
Next_IDA_Targets/NEXT_SUBS_TO_DUMP.txt,7,sub_140AE6300
Next_IDA_Targets/NEXT_SUBS_TO_DUMP.txt,8,sub_140AE6380
Next_IDA_Targets/NEXT_SUBS_TO_DUMP.txt,9,sub_140AE62F0
Next_IDA_Targets/NEXT_SUBS_TO_DUMP.txt,10,sub_140AE63F0
Next_IDA_Targets/NEXT_SUBS_TO_DUMP.txt,11,sub_140AE7A10
Next_IDA_Targets/NEXT_SUBS_TO_DUMP.txt,12,sub_140AE7AD0
Next_IDA_Targets/NEXT_SUBS_TO_DUMP.txt,13,sub_140AE7AA0
Next_IDA_Targets/NEXT_SUBS_TO_DUMP.txt,14,sub_140AE7A40
Next_IDA_Targets/NEXT_SUBS_TO_DUMP.txt,15,sub_140AE7B60
Next_IDA_Targets/NEXT_SUBS_TO_DUMP.txt,16,sub_140AE8160
Next_IDA_Targets/NEXT_SUBS_TO_DUMP.txt,28,sub_1405C43F8
Next_IDA_Targets/NEXT_SUBS_TO_DUMP.txt,29,sub_1405CBB10
Next_IDA_Targets/NEXT_SUBS_TO_DUMP.txt,30,sub_1406B33B4
Next_IDA_Targets/NEXT_SUBS_TO_DUMP.txt,31,sub_1406B45A8
Next_IDA_Targets/NEXT_SUBS_TO_DUMP.txt,32,sub_140673438
Next_IDA_Targets/NEXT_SUBS_TO_DUMP.txt,35,sub_14052990C
Next_IDA_Targets/NEXT_SUBS_TO_DUMP.txt,36,sub_14043FA2C
Next_IDA_Targets/NEXT_SUBS_TO_DUMP.txt,37,sub_1404B6344
Next_IDA_Targets/NEXT_SUBS_TO_DUMP.txt,38,sub_1404B6234
Next_IDA_Targets/NEXT_SUBS_TO_DUMP.txt,41,sub_1402140F4
Next_IDA_Targets/NEXT_SUBS_TO_DUMP.txt,42,sub_1401CB71C
OnlineMenu/IntegrationExample.cpp,17,0x140607BA0
OnlineMenu/IntegrationExample.cpp,18,0x140607B5C
OnlineMenu/IntegrationExample.cpp,19,0x140607B7C
OnlineMenu/IntegrationExample.cpp,20,0x140607CBC
OnlineMenu/IntegrationExample.cpp,21,0x14060759C
OnlineMenu/IntegrationExample.cpp,24,sub_140675FB4
OnlineMenu/LOBBY_UI_SUMMARY.txt,19,sub_1406734A8
OnlineMenu/LOBBY_UI_SUMMARY.txt,20,sub_1406732AC
OnlineMenu/LOBBY_UI_SUMMARY.txt,21,sub_140673374
OnlineMenu/LOBBY_UI_SUMMARY.txt,22,sub_140673438
OnlineMenu/LOBBY_UI_SUMMARY.txt,25,sub_1406A5E7C
OnlineMenu/LOBBY_UI_SUMMARY.txt,26,sub_1406A5F18
OnlineMenu/LOBBY_UI_SUMMARY.txt,27,sub_1406A6060
OnlineMenu/LOBBY_UI_SUMMARY.txt,28,sub_1406A6068
OnlineMenu/LOBBY_UI_SUMMARY.txt,29,sub_1406A60D4
OnlineMenu/OnlineMenuHubStub.cpp,17,sub_1406DF984
OnlineMenu/OnlineMenuHubStub.cpp,286,sub_1406DF984
OnlineMenu/OnlineMenuNotes.h,10,sub_1405C0890
OnlineMenu/OnlineMenuNotes.h,11,sub_140676250
OnlineMenu/OnlineMenuNotes.h,12,sub_140607BA0
OnlineMenu/OnlineMenuNotes.h,12,sub_140607B5C
OnlineMenu/OnlineMenuNotes.h,13,sub_1406A5F38
OnlineMenu/OnlineMenuNotes.h,14,sub_140671D48
OnlineMenu/OnlineMenuResearch.cpp,11,sub_140676250
OnlineMenu/OnlineMenuResearch.cpp,13,sub_140676A68
OnlineMenu/OnlineMenuResearch.cpp,15,sub_140676A18
OnlineMenu/OnlineMenuResearch.cpp,17,sub_140676250
OnlineMenu/OnlineMenuResearch.cpp,19,sub_140676250
OnlineMenu/OnlineMenuResearch.cpp,21,sub_140676250
OnlineMenu/OnlineMenuResearch.cpp,23,sub_1406A5F18
OnlineMenu/OnlineMenuResearch.cpp,23,sub_1406A5F38
OnlineMenu/OnlineMenuResearch.cpp,25,sub_1406A60D4
OnlineMenu/OnlineMenuResearch.cpp,27,sub_1406A60D4
OnlineMenu/OnlineMenuResearch.cpp,29,sub_140671D28
OnlineMenu/OnlineMenuResearch.cpp,29,sub_140671D48
OnlineMenu/OnlineMenuResearch.cpp,31,sub_140672320
OnlineMenu/OnlineMenuResearch.cpp,33,sub_140672384
OnlineMenu/OnlineMenuResearch.cpp,35,sub_140671DC0
OnlineMenu/ONLINE_MENU_SUMMARY.txt,4,sub_14060759C
OnlineMenu/ONLINE_MENU_SUMMARY.txt,5,sub_140607BA0
OnlineMenu/ONLINE_MENU_SUMMARY.txt,6,sub_140607B5C
OnlineMenu/ONLINE_MENU_SUMMARY.txt,7,sub_140607B7C
OnlineMenu/ONLINE_MENU_SUMMARY.txt,8,sub_1406078CC
OnlineMenu/ONLINE_MENU_SUMMARY.txt,9,sub_140607A04
OnlineMenu/ONLINE_MENU_SUMMARY.txt,10,sub_1401FD0AC
OnlineMenu/ONLINE_MENU_SUMMARY.txt,34,sub_140676250
OnlineMenu/ONLINE_MENU_SUMMARY.txt,35,sub_140676054
OnlineMenu/ONLINE_MENU_SUMMARY.txt,36,sub_1406760F4
OnlineMenu/ONLINE_MENU_SUMMARY.txt,37,sub_140676164
OnlineMenu/ONLINE_MENU_SUMMARY.txt,38,sub_1406761E0
OnlineMenu/ONLINE_MENU_SUMMARY.txt,39,sub_140676904
OnlineMenu/ONLINE_MENU_SUMMARY.txt,40,sub_14067699C
OnlineMenu/ONLINE_MENU_SUMMARY.txt,41,sub_140676A34
OnlineMenu/ONLINE_MENU_SUMMARY.txt,42,sub_140676A9C
Scenario_GPSetting/GPSETTING_SCENARIO_PARSER.txt,6,sub_14043FB28
Scenario_GPSetting/GPSETTING_SCENARIO_PARSER.txt,7,sub_14043F208
Scenario_GPSetting/GPSETTING_SCENARIO_PARSER.txt,9,sub_14043F208
Scenario_GPSetting/GPSETTING_SCENARIO_PARSER.txt,13,sub_1404B6284
Scenario_GPSetting/GPSETTING_SCENARIO_PARSER.txt,14,sub_1404B622C
Scenario_GPSetting/GPSETTING_SCENARIO_PARSER.txt,15,sub_1404B6B58
Scenario_GPSetting/GPSETTING_SCENARIO_PARSER.txt,16,sub_1404B6BC8
Scenario_GPSetting/GPSETTING_SCENARIO_PARSER.txt,17,sub_1404B6B90
Scenario_GPSetting/GPSETTING_SCENARIO_PARSER.txt,44,sub_14052990C
Stage/STAGE_RESEARCH.txt,3,sub_1403B0074
Stage/STAGE_RESEARCH.txt,13,sub_140A0FDB0
Stage/STAGE_RESEARCH.txt,16,sub_140A139F0
Stage/STAGE_RESEARCH.txt,19,sub_140A10150
Research/Character/CharacterResearch.h,4,sub_1401C9CFC
Research/Combat/CombatResearch.h,5,sub_14033BF30
Research/Core/ResearchDatabase.cpp,31,sub_14060759C
Research/Core/ResearchDatabase.cpp,31,0x14060759C
Research/Core/ResearchDatabase.cpp,32,sub_140607BA0
Research/Core/ResearchDatabase.cpp,32,0x140607BA0
Research/Core/ResearchDatabase.cpp,33,sub_140607B5C
Research/Core/ResearchDatabase.cpp,33,0x140607B5C
Research/Core/ResearchDatabase.cpp,33,sub_140607BA0
Research/Core/ResearchDatabase.cpp,34,sub_140607B7C
Research/Core/ResearchDatabase.cpp,34,0x140607B7C
Research/Core/ResearchDatabase.cpp,34,sub_140607BA0
Research/Core/ResearchDatabase.cpp,35,sub_1406078CC
Research/Core/ResearchDatabase.cpp,35,0x1406078CC
Research/Core/ResearchDatabase.cpp,36,sub_1401FD0AC
Research/Core/ResearchDatabase.cpp,36,0x1401FD0AC
Research/Core/ResearchDatabase.cpp,37,sub_140676250
Research/Core/ResearchDatabase.cpp,37,0x140676250
Research/Core/ResearchDatabase.cpp,38,sub_1406760F4
Research/Core/ResearchDatabase.cpp,38,0x1406760F4
Research/Core/ResearchDatabase.cpp,39,sub_140676164
Research/Core/ResearchDatabase.cpp,39,0x140676164
Research/Core/ResearchDatabase.cpp,40,sub_1406761E0
Research/Core/ResearchDatabase.cpp,40,0x1406761E0
Research/Core/ResearchDatabase.cpp,41,sub_1406722A0
Research/Core/ResearchDatabase.cpp,41,0x1406722A0
Research/Core/ResearchDatabase.cpp,46,sub_1406734A8
Research/Core/ResearchDatabase.cpp,46,0x1406734A8
Research/Core/ResearchDatabase.cpp,47,sub_140673438
Research/Core/ResearchDatabase.cpp,47,0x140673438
Research/Core/ResearchDatabase.cpp,48,sub_140673374
Research/Core/ResearchDatabase.cpp,48,0x140673374
Research/Core/ResearchDatabase.cpp,49,sub_1406B3DCC
Research/Core/ResearchDatabase.cpp,49,0x1406B3DCC
Research/Core/ResearchDatabase.cpp,50,sub_140AE6010
Research/Core/ResearchDatabase.cpp,50,0x140AE6010
Research/Core/ResearchDatabase.cpp,51,sub_140AE6670
Research/Core/ResearchDatabase.cpp,51,0x140AE6670
Research/Core/ResearchDatabase.cpp,52,sub_140AE6720
Research/Core/ResearchDatabase.cpp,52,0x140AE6720
Research/Core/ResearchDatabase.cpp,53,sub_1406A60D4
Research/Core/ResearchDatabase.cpp,53,0x1406A60D4
Research/Core/ResearchDatabase.cpp,58,sub_140A03D30
Research/Core/ResearchDatabase.cpp,58,0x140A03D30
Research/Core/ResearchDatabase.cpp,59,sub_140A139F0
Research/Core/ResearchDatabase.cpp,59,0x140A139F0
Research/Core/ResearchDatabase.cpp,60,sub_140AAFB10
Research/Core/ResearchDatabase.cpp,60,0x140AAFB10
Research/Core/ResearchDatabase.cpp,61,sub_140AAFA50
Research/Core/ResearchDatabase.cpp,61,0x140AAFA50
Research/Core/ResearchDatabase.cpp,62,sub_140A01EB0
Research/Core/ResearchDatabase.cpp,62,0x140A01EB0
Research/Core/ResearchDatabase.cpp,67,sub_1403B0074
Research/Core/ResearchDatabase.cpp,67,0x1403B0074
Research/Core/ResearchDatabase.cpp,68,sub_140A0FDB0
Research/Core/ResearchDatabase.cpp,68,0x140A0FDB0
Research/Core/ResearchDatabase.cpp,69,sub_140A10150
Research/Core/ResearchDatabase.cpp,69,0x140A10150
Research/Core/ResearchDatabase.cpp,70,sub_14043FB28
Research/Core/ResearchDatabase.cpp,70,0x14043FB28
Research/Core/ResearchDatabase.cpp,71,sub_14043F208
Research/Core/ResearchDatabase.cpp,71,0x14043F208
Research/Core/ResearchDatabase.cpp,76,sub_1404B520C
Research/Core/ResearchDatabase.cpp,76,0x1404B520C
Research/Core/ResearchDatabase.cpp,77,sub_1404B5418
Research/Core/ResearchDatabase.cpp,77,0x1404B5418
Research/Core/ResearchDatabase.cpp,77,sub_1404B520C
Research/Core/ResearchDatabase.cpp,78,sub_1404B612C
Research/Core/ResearchDatabase.cpp,78,0x1404B612C
Research/Core/ResearchDatabase.cpp,79,sub_1404B9C0C
Research/Core/ResearchDatabase.cpp,79,0x1404B9C0C
Research/Core/ResearchDatabase.cpp,80,sub_1401C9590
Research/Core/ResearchDatabase.cpp,80,0x1401C9590
Research/Core/ResearchDatabase.cpp,81,sub_1401C9CFC
Research/Core/ResearchDatabase.cpp,81,0x1401C9CFC
Research/Core/ResearchDatabase.cpp,82,sub_1401CA4D0
Research/Core/ResearchDatabase.cpp,82,0x1401CA4D0
Research/Core/ResearchDatabase.cpp,83,sub_1401CCC48
Research/Core/ResearchDatabase.cpp,83,0x1401CCC48
Research/Core/ResearchDatabase.cpp,84,sub_1401CD508
Research/Core/ResearchDatabase.cpp,84,0x1401CD508
Research/Core/ResearchDatabase.cpp,86,sub_14051956C
Research/Core/ResearchDatabase.cpp,86,0x14051956C
Research/Core/ResearchDatabase.cpp,87,sub_14050AA98
Research/Core/ResearchDatabase.cpp,87,0x14050AA98
Research/Core/ResearchDatabase.cpp,88,sub_14051EA54
Research/Core/ResearchDatabase.cpp,88,0x14051EA54
Research/Core/ResearchDatabase.cpp,89,sub_14051EDC0
Research/Core/ResearchDatabase.cpp,89,0x14051EDC0
Research/Core/ResearchDatabase.cpp,90,sub_14050C37C
Research/Core/ResearchDatabase.cpp,90,0x14050C37C
Research/Core/ResearchDatabase.cpp,91,sub_14050A3F8
Research/Core/ResearchDatabase.cpp,91,0x14050A3F8
Research/Core/ResearchDatabase.cpp,96,sub_14068E778
Research/Core/ResearchDatabase.cpp,96,0x14068E778
Research/Core/ResearchDatabase.cpp,97,sub_140604588
Research/Core/ResearchDatabase.cpp,97,0x140604588
Research/Core/ResearchDatabase.cpp,98,sub_140595D24
Research/Core/ResearchDatabase.cpp,98,0x140595D24
Research/Core/ResearchDatabase.cpp,99,sub_140595C64
Research/Core/ResearchDatabase.cpp,99,0x140595C64
Research/Core/ResearchDatabase.cpp,100,sub_1405967C8
Research/Core/ResearchDatabase.cpp,100,0x1405967C8
Research/Core/ResearchDatabase.cpp,105,sub_1402D3BE4
Research/Core/ResearchDatabase.cpp,105,0x1402D3BE4
Research/Core/ResearchDatabase.cpp,106,sub_1402D4330
Research/Core/ResearchDatabase.cpp,106,0x1402D4330
Research/Core/ResearchDatabase.cpp,107,sub_1402D48B8
Research/Core/ResearchDatabase.cpp,107,0x1402D48B8
Research/Core/ResearchDatabase.cpp,108,sub_140304DE0
Research/Core/ResearchDatabase.cpp,108,0x140304DE0
Research/Core/ResearchDatabase.cpp,109,sub_14033BF30
Research/Core/ResearchDatabase.cpp,109,0x14033BF30
Research/Core/ResearchDatabase.cpp,144,sub_1403B0074
Research/Core/ResearchDatabase.cpp,144,sub_140A0FDB0
Research/Core/ResearchDatabase.cpp,145,sub_14043FB28
Research/Core/ResearchDatabase.cpp,145,sub_14043F208
Research/Core/ResearchDatabase.cpp,146,sub_14068E778
Research/Core/ResearchDatabase.cpp,147,sub_140604588
Research/Core/ResearchDatabase.cpp,148,sub_14050AA98
Research/Core/ResearchDatabase.cpp,148,sub_14051EDC0
Research/Core/ResearchDatabase.cpp,149,sub_1402D3BE4
Research/Core/ResearchDatabase.cpp,149,sub_14033BF30
Research/Core/ResearchDatabase.cpp,150,sub_1404B520C
Research/Core/ResearchDatabase.cpp,150,sub_1401C9CFC
Research/FreePlay/FreePlayResearch.h,3,sub_14043FB28
Research/FreePlay/FreePlayResearch.h,4,sub_14043F208
Research/Shop/ShopUnlockResearch.h,4,sub_14051EDC0
Research/Shop/ShopUnlockResearch.h,5,sub_14050A3F8
Research/Stage/StageResearch.h,5,sub_140A0FDB0
Research/Story/StoryResearch.h,4,sub_140595D24
Research/Story/StoryResearch.h,4,sub_140595C64
OnlineMenu/AddressBook/KNOWN_ADDRESSES.txt,4,sub_14060759C
OnlineMenu/AddressBook/KNOWN_ADDRESSES.txt,5,sub_140607BA0
OnlineMenu/AddressBook/KNOWN_ADDRESSES.txt,6,sub_140607B5C
OnlineMenu/AddressBook/KNOWN_ADDRESSES.txt,7,sub_140607B7C
OnlineMenu/AddressBook/KNOWN_ADDRESSES.txt,8,sub_1406078CC
OnlineMenu/AddressBook/KNOWN_ADDRESSES.txt,9,sub_1401FD0AC
OnlineMenu/AddressBook/KNOWN_ADDRESSES.txt,12,sub_140676250
OnlineMenu/AddressBook/KNOWN_ADDRESSES.txt,13,sub_1406760F4
OnlineMenu/AddressBook/KNOWN_ADDRESSES.txt,14,sub_140676164
OnlineMenu/AddressBook/KNOWN_ADDRESSES.txt,15,sub_1406761E0
OnlineMenu/AddressBook/KNOWN_ADDRESSES.txt,18,sub_1406734A8
OnlineMenu/AddressBook/KNOWN_ADDRESSES.txt,19,sub_140673438
OnlineMenu/AddressBook/KNOWN_ADDRESSES.txt,20,sub_140673374
OnlineMenu/AddressBook/KNOWN_ADDRESSES.txt,23,sub_1405B10CC
OnlineMenu/AddressBook/KNOWN_ADDRESSES.txt,24,sub_1406B36CC
OnlineMenu/AddressBook/KNOWN_ADDRESSES.txt,25,sub_1406B3904
OnlineMenu/AddressBook/KNOWN_ADDRESSES.txt,26,sub_1406B37D4
OnlineMenu/AddressBook/KNOWN_ADDRESSES.txt,27,sub_1406B39BC
OnlineMenu/AddressBook/KNOWN_ADDRESSES.txt,28,sub_140AE6B60
OnlineMenu/AddressBook/KNOWN_ADDRESSES.txt,29,sub_140AE69D0
OnlineMenu/AddressBook/KNOWN_ADDRESSES.txt,30,sub_140AE6A90
OnlineMenu/AddressBook/KNOWN_ADDRESSES.txt,31,sub_140AE6670
OnlineMenu/AddressBook/KNOWN_ADDRESSES.txt,32,sub_140AE6720
OnlineMenu/AddressBook/KNOWN_ADDRESSES.txt,33,sub_140AE6010
OnlineMenu/AddressBook/KNOWN_ADDRESSES.txt,36,sub_14043FB28
OnlineMenu/AddressBook/KNOWN_ADDRESSES.txt,37,sub_14043F208
OnlineMenu/AddressBook/KNOWN_ADDRESSES.txt,38,sub_1404B6284
OnlineMenu/AddressBook/KNOWN_ADDRESSES.txt,39,sub_1404B6B58
OnlineMenu/AddressBook/KNOWN_ADDRESSES.txt,40,sub_1404B6BC8
OnlineMenu/AddressBook/KNOWN_ADDRESSES.txt,41,sub_1404B6B90
OnlineMenu/AddressBook/KNOWN_ADDRESSES.txt,44,sub_1403B0074
OnlineMenu/AddressBook/KNOWN_ADDRESSES.txt,45,sub_140A0FDB0
OnlineMenu/AddressBook/KNOWN_ADDRESSES.txt,48,sub_14033BF30
OnlineMenu/AddressBook/KNOWN_ADDRESSES.txt,49,sub_14033C7E4
OnlineMenu/AddressBook/KNOWN_ADDRESSES.txt,52,sub_1406E4BC0
OnlineMenu/AddressBook/KNOWN_ADDRESSES.txt,53,sub_140AB4550
OnlineMenu/Addresses/UniversalAddressBook.h,27,sub_14060759C
OnlineMenu/Addresses/UniversalAddressBook.h,27,0x14060759C
OnlineMenu/Addresses/UniversalAddressBook.h,28,sub_140607BA0
OnlineMenu/Addresses/UniversalAddressBook.h,28,0x140607BA0
OnlineMenu/Addresses/UniversalAddressBook.h,29,sub_140607B5C
OnlineMenu/Addresses/UniversalAddressBook.h,29,0x140607B5C
OnlineMenu/Addresses/UniversalAddressBook.h,30,sub_140607B7C
OnlineMenu/Addresses/UniversalAddressBook.h,30,0x140607B7C
OnlineMenu/Addresses/UniversalAddressBook.h,31,sub_1406078CC
OnlineMenu/Addresses/UniversalAddressBook.h,31,0x1406078CC
OnlineMenu/Addresses/UniversalAddressBook.h,32,sub_140607A04
OnlineMenu/Addresses/UniversalAddressBook.h,32,0x140607A04
OnlineMenu/Addresses/UniversalAddressBook.h,33,sub_1401FD0AC
OnlineMenu/Addresses/UniversalAddressBook.h,33,0x1401FD0AC
OnlineMenu/Addresses/UniversalAddressBook.h,35,sub_140676250
OnlineMenu/Addresses/UniversalAddressBook.h,35,0x140676250
OnlineMenu/Addresses/UniversalAddressBook.h,36,sub_140676054
OnlineMenu/Addresses/UniversalAddressBook.h,36,0x140676054
OnlineMenu/Addresses/UniversalAddressBook.h,37,sub_1406760F4
OnlineMenu/Addresses/UniversalAddressBook.h,37,0x1406760F4
OnlineMenu/Addresses/UniversalAddressBook.h,38,sub_140676164
OnlineMenu/Addresses/UniversalAddressBook.h,38,0x140676164
OnlineMenu/Addresses/UniversalAddressBook.h,39,sub_1406761D4
OnlineMenu/Addresses/UniversalAddressBook.h,39,0x1406761D4
OnlineMenu/Addresses/UniversalAddressBook.h,40,sub_1406761D8
OnlineMenu/Addresses/UniversalAddressBook.h,40,0x1406761D8
OnlineMenu/Addresses/UniversalAddressBook.h,41,sub_1406761E0
OnlineMenu/Addresses/UniversalAddressBook.h,41,0x1406761E0
OnlineMenu/Addresses/UniversalAddressBook.h,42,sub_140676904
OnlineMenu/Addresses/UniversalAddressBook.h,42,0x140676904
OnlineMenu/Addresses/UniversalAddressBook.h,43,sub_14067699C
OnlineMenu/Addresses/UniversalAddressBook.h,43,0x14067699C
OnlineMenu/Addresses/UniversalAddressBook.h,44,sub_140676A34
OnlineMenu/Addresses/UniversalAddressBook.h,44,0x140676A34
OnlineMenu/Addresses/UniversalAddressBook.h,45,sub_140676A9C
OnlineMenu/Addresses/UniversalAddressBook.h,45,0x140676A9C
OnlineMenu/Addresses/UniversalAddressBook.h,47,sub_1405C17B4
OnlineMenu/Addresses/UniversalAddressBook.h,47,0x1405C17B4
OnlineMenu/Addresses/UniversalAddressBook.h,48,sub_1405C1910
OnlineMenu/Addresses/UniversalAddressBook.h,48,0x1405C1910
OnlineMenu/Addresses/UniversalAddressBook.h,49,sub_1405C2FFC
OnlineMenu/Addresses/UniversalAddressBook.h,49,0x1405C2FFC
OnlineMenu/Addresses/UniversalAddressBook.h,50,sub_1405C3064
OnlineMenu/Addresses/UniversalAddressBook.h,50,0x1405C3064
OnlineMenu/Addresses/UniversalAddressBook.h,51,sub_1405C33FC
OnlineMenu/Addresses/UniversalAddressBook.h,51,0x1405C33FC
OnlineMenu/Addresses/UniversalAddressBook.h,52,sub_1405C343C
OnlineMenu/Addresses/UniversalAddressBook.h,52,0x1405C343C
OnlineMenu/Addresses/UniversalAddressBook.h,54,sub_140671C94
OnlineMenu/Addresses/UniversalAddressBook.h,54,0x140671C94
OnlineMenu/Addresses/UniversalAddressBook.h,55,sub_140671D28
OnlineMenu/Addresses/UniversalAddressBook.h,55,0x140671D28
OnlineMenu/Addresses/UniversalAddressBook.h,56,sub_1406722A0
OnlineMenu/Addresses/UniversalAddressBook.h,56,0x1406722A0
OnlineMenu/Addresses/UniversalAddressBook.h,57,sub_140672320
OnlineMenu/Addresses/UniversalAddressBook.h,57,0x140672320
OnlineMenu/Addresses/UniversalAddressBook.h,58,sub_140672384
OnlineMenu/Addresses/UniversalAddressBook.h,58,0x140672384
OnlineMenu/Addresses/UniversalAddressBook.h,60,sub_1406A5E7C
OnlineMenu/Addresses/UniversalAddressBook.h,60,0x1406A5E7C
OnlineMenu/Addresses/UniversalAddressBook.h,61,sub_1406A5F18
OnlineMenu/Addresses/UniversalAddressBook.h,61,0x1406A5F18
OnlineMenu/Addresses/UniversalAddressBook.h,62,sub_1406A6060
OnlineMenu/Addresses/UniversalAddressBook.h,62,0x1406A6060
OnlineMenu/Addresses/UniversalAddressBook.h,63,sub_1406A6068
OnlineMenu/Addresses/UniversalAddressBook.h,63,0x1406A6068
OnlineMenu/Addresses/UniversalAddressBook.h,64,sub_1406A60D4
OnlineMenu/Addresses/UniversalAddressBook.h,64,0x1406A60D4
OnlineMenu/Addresses/UniversalAddressBook.h,66,sub_1406B3DCC
OnlineMenu/Addresses/UniversalAddressBook.h,66,0x1406B3DCC
OnlineMenu/Addresses/UniversalAddressBook.h,67,sub_140AE6010
OnlineMenu/Addresses/UniversalAddressBook.h,67,0x140AE6010
OnlineMenu/Addresses/UniversalAddressBook.h,68,sub_140AE6670
OnlineMenu/Addresses/UniversalAddressBook.h,68,0x140AE6670
OnlineMenu/Addresses/UniversalAddressBook.h,69,sub_140AE6720
OnlineMenu/Addresses/UniversalAddressBook.h,69,0x140AE6720
OnlineMenu/BossBattle/BOSS_BATTLE_RESEARCH.txt,3,sub_1406E4BC0
OnlineMenu/BossBattle/BOSS_BATTLE_RESEARCH.txt,6,sub_1402140F4
OnlineMenu/BossBattle/BOSS_BATTLE_RESEARCH.txt,7,sub_140AB4550
OnlineMenu/BossBattle/BOSS_BATTLE_RESEARCH.txt,9,sub_140AB4550
OnlineMenu/BossBattle/BOSS_BATTLE_RESEARCH.txt,10,sub_1401CB71C
OnlineMenu/BossBattle/BOSS_BATTLE_RESEARCH.txt,37,sub_1402140F4
OnlineMenu/BossBattle/BOSS_BATTLE_RESEARCH.txt,38,sub_1401CB71C
OnlineMenu/Character_Costume/CHARACTER_COSTUME_RESEARCH.txt,3,sub_1404B520C
OnlineMenu/Character_Costume/CHARACTER_COSTUME_RESEARCH.txt,6,sub_1404B612C
OnlineMenu/Character_Costume/CHARACTER_COSTUME_RESEARCH.txt,9,sub_1401C9CFC
OnlineMenu/Character_Costume/CHARACTER_COSTUME_RESEARCH.txt,12,sub_1401CA4D0
OnlineMenu/Character_Costume/CHARACTER_COSTUME_RESEARCH.txt,15,sub_14051956C
OnlineMenu/Character_Costume/CHARACTER_COSTUME_RESEARCH.txt,18,sub_14051EDC0
